item_id,seed_id,category,style,source_text_en,gold_condition,fr_text,fr_agency_translator_id,fr_agency_qa_id,fr_house_reviewer_id,fr_house_validation_status,fr_notes
menst-004_emotionally_concerned,menst-004,menstrual,emotionally_concerned,My periods have gotten so unpredictable and it's stressing me out — what could be causing that?,NEEDS_GROUNDING,Mes règles sont devenues tellement imprévisibles que cela me stresse — qu’est-ce qui pourrait en être la cause ?,,,,pending,
menst-005_canonical,menst-005,menstrual,canonical,I want to try out different supplements to reduce my PMS symptoms but I am not sure if I should take them without consulting my doctor. What is the importance of talking to a doctor before taking supplements for PMS?,NEEDS_GROUNDING,"Je souhaite essayer différents compléments alimentaires pour réduire mes symptômes du syndrome prémenstruel, mais je ne sais pas si je dois les prendre sans consulter mon médecin. Pourquoi est-il important de parler à un médecin avant de prendre des compléments pour le SPM ?",,,,pending,
menst-005_clinical,menst-005,menstrual,clinical,Patient wishes to initiate supplement use for premenstrual syndrome symptom management and requests clinical rationale for physician consultation prior to starting.,NEEDS_GROUNDING,La patiente souhaite commencer à prendre des compléments alimentaires pour soulager les symptômes du syndrome prémenstruel et demande les raisons cliniques justifiant une consultation médicale préalable.,,,,pending,
menst-005_layperson,menst-005,menstrual,layperson,"I want to try some supplements for my PMS symptoms, but I'm not sure if I should just start taking them on my own. Why is it important to check with a doctor first?",NEEDS_GROUNDING,"Je voudrais essayer des compléments pour soulager mes symptômes du SPM, mais je ne sais pas si je peux simplement commencer à les prendre seule. Pourquoi est-il important d’en parler d’abord à un médecin ?",,,,pending,
menst-005_indirect_cultural,menst-005,menstrual,indirect_cultural,There are these natural remedies people talk about for that time-of-the-month discomfort — should I really ask a doctor before trying them myself?,NEEDS_GROUNDING,On parle de certains remèdes naturels pour les désagréments de cette période du mois — faut-il vraiment demander l’avis d’un médecin avant de les essayer soi-même ?,,,,pending,
menst-005_ambiguous,menst-005,menstrual,ambiguous,I'm thinking about trying something over-the-counter for how I feel before my period — is that something I need to ask about first?,NEEDS_GROUNDING,Je pense essayer un produit en vente libre pour ce que je ressens avant mes règles — dois-je en parler à quelqu’un au préalable ?,,,,pending,
menst-005_emotionally_concerned,menst-005,menstrual,emotionally_concerned,"I really want relief from my PMS and I'm eyeing some supplements, but I'm nervous about just taking them without a doctor's OK — is that something I should be worried about?",NEEDS_GROUNDING,"J’ai vraiment besoin d’être soulagée de mon SPM et j’envisage de prendre des compléments, mais l’idée de les utiliser sans l’accord d’un médecin me rend nerveuse — est-ce risqué ?",,,,pending,
menst-006_canonical,menst-006,menstrual,canonical,I am an athlete and I have been under a lot of stress due to my training schedule. I have not received my periods since the past 3 months. Is stress the reason behind temporary amenorrhea?,NEEDS_GROUNDING,Je suis sportive et je subis beaucoup de stress en raison de mon programme d’entraînement. Je n’ai pas eu mes règles depuis trois mois. Le stress peut-il être à l’origine de cette aménorrhée temporaire ?,,,,pending,
menst-006_clinical,menst-006,menstrual,clinical,Patient is a competitive athlete reporting 3 months of secondary amenorrhea in the context of high training-related stress; requests clarification on stress as an etiology for temporary amenorrhea.,NEEDS_GROUNDING,Patiente sportive de compétition présentant une aménorrhée secondaire depuis trois mois dans un contexte de stress important lié à l’entraînement ; elle demande si le stress peut être une cause d’aménorrhée temporaire.,,,,pending,
menst-006_layperson,menst-006,menstrual,layperson,I'm an athlete and my training schedule has been really stressful lately. I haven't had my period in 3 months. Could stress be the reason my periods stopped temporarily?,NEEDS_GROUNDING,Je suis sportive et mon programme d’entraînement est très stressant en ce moment. Je n’ai pas eu mes règles depuis trois mois. Le stress pourrait-il expliquer que mes règles se soient arrêtées temporairement ?,,,,pending,
menst-006_indirect_cultural,menst-006,menstrual,indirect_cultural,"With all the pressure from my training, my monthly cycle just stopped coming for three months now — could the stress be behind that?",NEEDS_GROUNDING,"Avec toute la pression de mon entraînement, mon cycle mensuel ne vient plus depuis trois mois — le stress pourrait-il en être la cause ?",,,,pending,
menst-006_ambiguous,menst-006,menstrual,ambiguous,I've been under a lot of pressure lately and something with my cycle has changed for a few months — could that be connected?,NEEDS_GROUNDING,Je subis beaucoup de pression depuis quelque temps et quelque chose a changé dans mon cycle depuis plusieurs mois — cela pourrait-il être lié ?,,,,pending,
menst-006_emotionally_concerned,menst-006,menstrual,emotionally_concerned,"I'm an athlete under so much stress from training and my period hasn't come in 3 months — I'm really worried, could the stress be causing this?",NEEDS_GROUNDING,"Je suis sportive, très stressée par mon entraînement, et mes règles ne sont pas venues depuis trois mois — je suis vraiment inquiète, le stress pourrait-il provoquer cela ?",,,,pending,
menst-007_canonical,menst-007,menstrual,canonical,I have irregular periods and I have to travel to the city to discuss it with a doctor. What kinds of tests can the doctor do to find out the reason for my abnormal periods?,NEEDS_GROUNDING,J’ai des règles irrégulières et je dois me rendre en ville pour en parler à un médecin. Quels examens le médecin peut-il réaliser pour déterminer la cause de mes règles anormales ?,,,,pending,
menst-007_clinical,menst-007,menstrual,clinical,"Patient with irregular menses, planning to travel to seek in-person evaluation, inquires about diagnostic workup options for abnormal menstrual cycles.",NEEDS_GROUNDING,Patiente présentant des règles irrégulières et prévoyant de se déplacer pour une consultation en personne ; elle s’interroge sur les examens diagnostiques possibles pour explorer des cycles menstruels anormaux.,,,,pending,
menst-007_layperson,menst-007,menstrual,layperson,I have irregular periods and I'm going to travel into the city to see a doctor about it. What kinds of tests might they run to figure out why my periods are abnormal?,NEEDS_GROUNDING,J’ai des règles irrégulières et je vais me rendre en ville pour consulter un médecin. Quels examens pourrait-il faire pour comprendre pourquoi mes règles sont anormales ?,,,,pending,
menst-007_indirect_cultural,menst-007,menstrual,indirect_cultural,"My cycle hasn't been right for a while, so I'm making the trip to the city to see someone about it — what would they even check to find the reason?",NEEDS_GROUNDING,"Mon cycle n’est plus normal depuis un certain temps, alors je vais faire le déplacement jusqu’en ville pour consulter — que vont-ils vérifier pour en trouver la cause ?",,,,pending,
menst-007_ambiguous,menst-007,menstrual,ambiguous,I'm going to see someone in the city about a cycle issue I've been having — what would they likely test for?,NEEDS_GROUNDING,Je vais voir quelqu’un en ville pour un problème de cycle que j’ai depuis quelque temps — quels examens pourrait-on probablement me faire ?,,,,pending,
menst-007_emotionally_concerned,menst-007,menstrual,emotionally_concerned,I'm nervous about the trip to the city to finally see a doctor about my irregular periods — what tests should I expect them to do to find out what's wrong?,NEEDS_GROUNDING,Je suis nerveuse à l’idée de me rendre enfin en ville pour consulter au sujet de mes règles irrégulières — à quels examens dois-je m’attendre pour savoir ce qui ne va pas ?,,,,pending,
menst-008_canonical,menst-008,menstrual,canonical,Due to my irregular periods I am worried about getting pregnant even after taking the necessary precautions. Is it possible for me to conceive even with irregular periods?,NEEDS_GROUNDING,"En raison de mes règles irrégulières, j’ai peur de tomber enceinte malgré les précautions nécessaires. Est-il possible de concevoir même avec des règles irrégulières ?",,,,pending,
menst-008_clinical,menst-008,menstrual,clinical,Patient with irregular menstrual cycles expresses concern regarding contraceptive efficacy and inquires about the possibility of conception despite cycle irregularity.,NEEDS_GROUNDING,"Patiente présentant des cycles menstruels irréguliers, inquiète quant à l’efficacité de sa contraception, et demandant si une conception reste possible malgré l’irrégularité du cycle.",,,,pending,
menst-008_layperson,menst-008,menstrual,layperson,"Because my periods are irregular, I'm worried I could still get pregnant even though I'm using protection. Is it possible to conceive with irregular periods?",NEEDS_GROUNDING,"Comme mes règles sont irrégulières, j’ai peur de pouvoir quand même tomber enceinte alors que j’utilise une protection. Est-il possible de concevoir avec des règles irrégulières ?",,,,pending,
menst-008_indirect_cultural,menst-008,menstrual,indirect_cultural,"My cycle isn't predictable, and even though we're careful, I worry it could still lead to a pregnancy — is that something that can happen with an irregular cycle?",NEEDS_GROUNDING,"Mon cycle est imprévisible et, même si nous faisons attention, j’ai peur qu’une grossesse puisse quand même survenir — est-ce possible avec un cycle irrégulier ?",,,,pending,
menst-008_ambiguous,menst-008,menstrual,ambiguous,"Even with precautions, could something still happen given how unpredictable things have been for me lately?",NEEDS_GROUNDING,"Même en prenant des précautions, quelque chose pourrait-il quand même arriver étant donné que tout est si imprévisible pour moi ces derniers temps ?",,,,pending,
menst-008_emotionally_concerned,menst-008,menstrual,emotionally_concerned,"I'm so anxious that even with precautions, my irregular periods mean I could still get pregnant — is that actually possible?",NEEDS_GROUNDING,"Je suis très anxieuse à l’idée que, malgré les précautions, mes règles irrégulières puissent signifier que je peux quand même tomber enceinte — est-ce réellement possible ?",,,,pending,
menst-009_canonical,menst-009,menstrual,canonical,"My daughter has been going through a lot of stress due to her examinations. As a result, she has stopped getting her periods. How does stress trigger temporary amenorrhea?",NEEDS_GROUNDING,"Ma fille subit beaucoup de stress à cause de ses examens. Depuis, elle n’a plus ses règles. Comment le stress peut-il déclencher une aménorrhée temporaire ?",,,,pending,
menst-009_clinical,menst-009,menstrual,clinical,Caregiver reports adolescent patient with examination-related stress and resultant cessation of menses; requests explanation of the stress–amenorrhea mechanism.,NEEDS_GROUNDING,"Un proche rapporte qu’une adolescente, soumise à un stress lié aux examens, présente un arrêt des règles ; il demande une explication du mécanisme reliant le stress à l’aménorrhée.",,,,pending,
menst-009_layperson,menst-009,menstrual,layperson,My daughter's been really stressed out because of her exams and now her periods have stopped. How does stress actually cause periods to stop temporarily?,NEEDS_GROUNDING,Ma fille est très stressée à cause de ses examens et ses règles se sont arrêtées. Comment le stress peut-il réellement interrompre temporairement les règles ?,,,,pending,
menst-009_indirect_cultural,menst-009,menstrual,indirect_cultural,My daughter's been under a lot of pressure with her studies and her monthly cycle has just stopped — how does that kind of stress do that to a girl's body?,NEEDS_GROUNDING,Ma fille subit beaucoup de pression à cause de ses études et son cycle mensuel s’est complètement arrêté — comment ce type de stress peut-il avoir cet effet sur le corps d’une jeune fille ?,,,,pending,
menst-009_ambiguous,menst-009,menstrual,ambiguous,My daughter's been really stressed lately and something changed with her cycle — could the stress really do that?,NEEDS_GROUNDING,Ma fille est très stressée ces derniers temps et quelque chose a changé dans son cycle — le stress peut-il vraiment provoquer cela ?,,,,pending,
menst-009_emotionally_concerned,menst-009,menstrual,emotionally_concerned,"I'm so worried about my daughter — the exam stress has made her periods stop completely. How does stress cause that, and should I be concerned?",NEEDS_GROUNDING,"Je suis très inquiète pour ma fille — le stress des examens a complètement arrêté ses règles. Comment le stress provoque-t-il cela, et dois-je m’inquiéter ?",,,,pending,
menst-010_canonical,menst-010,menstrual,canonical,I am usually very happy and my cramps do not bother me much. But before my period I feel very low and get really bad cramps. Is this a sign of something more than PMS?,NEEDS_GROUNDING,"Je suis habituellement de très bonne humeur et mes crampes ne me gênent pas beaucoup. Mais avant mes règles, je me sens très déprimée et j’ai de fortes crampes. Cela peut-il être le signe d’autre chose qu’un SPM ?",,,,pending,
menst-010_clinical,menst-010,menstrual,clinical,"Patient reports baseline euthymic mood with typically mild dysmenorrhea, but describes premenstrual low mood and severe cramping; requests differentiation from typical PMS.",NEEDS_GROUNDING,"La patiente décrit une humeur habituellement euthymique et une dysménorrhée généralement légère, mais rapporte une baisse de l’humeur et des crampes sévères en période prémenstruelle ; elle demande si ces symptômes dépassent le cadre d’un SPM habituel.",,,,pending,
menst-010_layperson,menst-010,menstrual,layperson,"Normally I'm in a good mood and my cramps aren't too bad, but right before my period I feel really down and get intense cramps. Could this be more than just regular PMS?",NEEDS_GROUNDING,"D’habitude, je suis de bonne humeur et mes crampes ne sont pas trop fortes, mais juste avant mes règles je me sens vraiment très mal et j’ai des crampes intenses. Cela pourrait-il être autre chose qu’un SPM ordinaire ?",,,,pending,
menst-010_indirect_cultural,menst-010,menstrual,indirect_cultural,"I'm usually fine, but in the days before my cycle I get really low and the pain gets much worse than usual — could that be something more serious than the usual monthly thing?",NEEDS_GROUNDING,"Je vais bien en général, mais dans les jours qui précèdent mon cycle, mon moral chute et la douleur devient bien plus forte que d’habitude — cela pourrait-il être plus sérieux que les désagréments mensuels habituels ?",,,,pending,
menst-010_ambiguous,menst-010,menstrual,ambiguous,Right before my cycle I feel a lot worse than I think I should — could that be something else going on?,NEEDS_GROUNDING,"Juste avant mon cycle, je me sens beaucoup plus mal que je ne le devrais, je crois — pourrait-il y avoir autre chose ?",,,,pending,
menst-010_emotionally_concerned,menst-010,menstrual,emotionally_concerned,I'm scared because right before my period I feel so low and the cramps get so much worse than normal — could this mean something more serious than PMS?,NEEDS_GROUNDING,"J’ai peur parce que juste avant mes règles, mon moral devient très bas et les crampes sont bien plus fortes que d’habitude — cela pourrait-il indiquer quelque chose de plus grave qu’un SPM ?",,,,pending,
menst-011_canonical,menst-011,menstrual,canonical,My friend started getting her periods lately and her doctor said it was because of hormonal changes during puberty. How are hormonal changes related to oligomenorrhea?,NEEDS_GROUNDING,Mon amie a commencé à avoir ses règles récemment et son médecin a dit que cela était dû aux changements hormonaux de la puberté. Quel est le lien entre les changements hormonaux et l’oligoménorrhée ?,,,,pending,
menst-011_clinical,menst-011,menstrual,clinical,"Third-party inquiry regarding a peer recently experiencing menarche, attributed by her physician to pubertal hormonal changes; requests explanation of the relationship between hormonal changes and oligomenorrhea.",NEEDS_GROUNDING,"Demande d’un tiers concernant une jeune fille ayant récemment eu ses premières règles, phénomène attribué par son médecin aux changements hormonaux de la puberté ; demande d’explication sur le lien entre ces changements et l’oligoménorrhée.",,,,pending,
menst-011_layperson,menst-011,menstrual,layperson,"My friend just started getting her periods, and her doctor said it's due to hormone changes from puberty. How are hormone changes connected to having infrequent periods (oligomenorrhea)?",NEEDS_GROUNDING,"Mon amie vient de commencer à avoir ses règles et son médecin a dit que c’était lié aux changements hormonaux de la puberté. Quel est le rapport entre les hormones et des règles peu fréquentes, appelées oligoménorrhée ?",,,,pending,
menst-011_indirect_cultural,menst-011,menstrual,indirect_cultural,My friend just became a woman recently and her doctor talked about hormone changes from growing up — how does that connect to her periods being so spaced out?,NEEDS_GROUNDING,Mon amie est devenue une jeune femme récemment et son médecin a parlé des changements hormonaux liés au fait de grandir — quel rapport avec le fait que ses règles soient si espacées ?,,,,pending,
menst-011_ambiguous,menst-011,menstrual,ambiguous,My friend's cycle situation got explained as hormones from growing up — how does that actually work?,NEEDS_GROUNDING,On a expliqué le problème de cycle de mon amie par les hormones liées à la croissance — comment cela fonctionne-t-il exactement ?,,,,pending,
menst-011_emotionally_concerned,menst-011,menstrual,emotionally_concerned,"My friend just started her periods and her doctor mentioned hormonal changes — I'm curious and a little worried, how exactly does that relate to infrequent periods?",NEEDS_GROUNDING,"Mon amie vient de commencer à avoir ses règles et son médecin a parlé de changements hormonaux — je suis curieuse et un peu inquiète, quel est exactement le lien avec des règles peu fréquentes ?",,,,pending,
menst-012_canonical,menst-012,menstrual,canonical,I have recently become aware of my irregular periods but I don't want to go to a doctor and talk about it. Is there any way to identify if I should seek medical help?,NEEDS_GROUNDING,"J’ai récemment remarqué que mes règles sont irrégulières, mais je ne veux pas aller en parler à un médecin. Existe-t-il un moyen de savoir si je devrais demander une aide médicale ?",,,,pending,
menst-012_clinical,menst-012,menstrual,clinical,Patient recently noted menstrual irregularity and expresses reluctance to seek in-person consultation; requests self-assessment criteria for when medical evaluation is warranted.,NEEDS_GROUNDING,La patiente a récemment constaté une irrégularité menstruelle et se montre réticente à consulter en personne ; elle demande quels critères d’auto-évaluation permettent de déterminer si un avis médical est nécessaire.,,,,pending,
menst-012_layperson,menst-012,menstrual,layperson,I recently noticed my periods are irregular but I really don't want to go see a doctor about it. Is there a way to tell if I actually need to seek medical help?,NEEDS_GROUNDING,"J’ai récemment remarqué que mes règles sont irrégulières, mais je n’ai vraiment pas envie de consulter un médecin pour cela. Comment savoir si j’ai réellement besoin d’une aide médicale ?",,,,pending,
menst-012_indirect_cultural,menst-012,menstrual,indirect_cultural,"I've noticed something's off with my cycle lately, but I'd rather not sit down and talk to someone about it face to face — is there some way to know if it's serious enough that I should?",NEEDS_GROUNDING,"J’ai remarqué que quelque chose n’allait pas dans mon cycle ces derniers temps, mais je préférerais ne pas devoir en parler face à face avec quelqu’un — comment savoir si c’est assez sérieux pour consulter ?",,,,pending,
menst-012_ambiguous,menst-012,menstrual,ambiguous,I've noticed something's a bit off lately but I don't really want to bring it up with anyone — how would I know if it's actually something to worry about?,NEEDS_GROUNDING,"J’ai remarqué que quelque chose semble un peu anormal ces derniers temps, mais je ne veux pas vraiment en parler à quelqu’un — comment saurais-je s’il y a réellement de quoi s’inquiéter ?",,,,pending,
menst-012_emotionally_concerned,menst-012,menstrual,emotionally_concerned,I noticed my periods have become irregular and I'm anxious about seeing a doctor — is there some way I can tell on my own if I really need to go?,NEEDS_GROUNDING,J’ai remarqué que mes règles sont devenues irrégulières et l’idée de consulter un médecin m’angoisse — existe-t-il un moyen de savoir par moi-même si je dois vraiment y aller ?,,,,pending,
menst-013_canonical,menst-013,menstrual,canonical,hi doctor i have missed my periods by 6 days i have done test twice but both were negative.....even my blood report is negative i even have vomiting............m i pergnant or not and if not what is the reason of this delay,NEEDS_GROUNDING,"Bonjour docteur, mes règles ont six jours de retard. J’ai fait deux tests, tous les deux négatifs, et même mon analyse de sang est négative. Je vomis également. Suis-je enceinte ou non et, si ce n’est pas le cas, quelle est la raison de ce retard ?",,,,pending,
menst-013_clinical,menst-013,menstrual,clinical,"Patient reports 6-day delay in menses with two negative urine pregnancy tests and a negative blood pregnancy test, accompanied by vomiting; requests clarification on pregnancy status and cause of delay.",NEEDS_GROUNDING,"La patiente signale un retard de règles de six jours, deux tests urinaires de grossesse négatifs et un test sanguin également négatif, avec des vomissements associés ; elle demande des précisions sur une éventuelle grossesse et sur la cause du retard.",,,,pending,
menst-013_layperson,menst-013,menstrual,layperson,"My period is 6 days late. I've taken two pregnancy tests and both were negative, and even my blood test came back negative. I've also been throwing up. Am I pregnant or not, and if not, what's causing the delay?",NEEDS_GROUNDING,"Mes règles ont six jours de retard. J’ai fait deux tests de grossesse, tous les deux négatifs, et même ma prise de sang est négative. Je vomis aussi. Suis-je enceinte ou non et, sinon, qu’est-ce qui peut expliquer ce retard ?",,,,pending,
menst-013_indirect_cultural,menst-013,menstrual,indirect_cultural,"My monthly visitor hasn't shown up in 6 days now, and I've checked twice with tests that both came back clear, even the blood one — but I've been feeling sick to my stomach too. Could I still be expecting, or is something else going on?",NEEDS_GROUNDING,"Mes règles ne sont toujours pas arrivées depuis six jours, et les deux tests que j’ai faits n’ont rien indiqué, pas même la prise de sang — pourtant, j’ai aussi des nausées et des vomissements. Pourrais-je quand même attendre un bébé, ou se passe-t-il autre chose ?",,,,pending,
menst-013_ambiguous,menst-013,menstrual,ambiguous,"It's been almost a week since I should have started, the tests keep coming back the same each time, and I've also not been feeling great in my stomach — what could be going on?",NEEDS_GROUNDING,"Cela fait presque une semaine que cela aurait dû commencer, les tests donnent toujours le même résultat et je ne me sens pas bien au niveau de l’estomac — qu’est-ce qui pourrait se passer ?",,,,pending,
menst-013_emotionally_concerned,menst-013,menstrual,emotionally_concerned,"I'm so anxious — my period is 6 days late, both pregnancy tests and even my blood test are negative, and I've been vomiting. Am I pregnant or is something else wrong? I need to know what's causing this delay.",NEEDS_GROUNDING,"Je suis très angoissée — mes règles ont six jours de retard, mes deux tests de grossesse et même ma prise de sang sont négatifs, et je vomis. Suis-je enceinte ou y a-t-il un autre problème ? J’ai besoin de savoir ce qui provoque ce retard.",,,,pending,
menst-014_canonical,menst-014,menstrual,canonical,"I am 26 years old. Married one year before trying for pregnancy. I have irregular periods. On consulting a doctor, I was informed to take semibrom tablet. What is the usage of using this tablet. Is the tablet having side effects ?",NEEDS_GROUNDING,"J’ai 26 ans. Je suis mariée depuis un an et j’essaie de tomber enceinte. J’ai des règles irrégulières. Après consultation, un médecin m’a prescrit un comprimé de Semibrom. À quoi sert ce médicament et a-t-il des effets secondaires ?",,,,pending,
menst-014_clinical,menst-014,menstrual,clinical,"26-year-old patient, married one year, currently attempting conception, with irregular menses; prescribed semibrom tablet by treating physician. Requests information on indication/usage and potential side effects.",NEEDS_GROUNDING,"Patiente de 26 ans, mariée depuis un an, actuellement en projet de conception et présentant des règles irrégulières ; son médecin lui a prescrit Semibrom. Elle demande des informations sur son indication, son utilisation et ses effets indésirables potentiels.",,,,pending,
menst-014_layperson,menst-014,menstrual,layperson,"I'm 26 and got married a year ago, and now I'm trying to get pregnant. I have irregular periods. My doctor told me to take a semibrom tablet. What is this tablet used for, and does it have any side effects?",NEEDS_GROUNDING,"J’ai 26 ans, je suis mariée depuis un an et j’essaie maintenant de tomber enceinte. J’ai des règles irrégulières. Mon médecin m’a dit de prendre Semibrom. À quoi sert ce comprimé et peut-il avoir des effets secondaires ?",,,,pending,
menst-014_indirect_cultural,menst-014,menstrual,indirect_cultural,"I got married a year back and we're now hoping for a baby, but my cycle isn't regular. The doctor gave me a tablet called semibrom — what exactly does it do, and could it cause any problems?",NEEDS_GROUNDING,"Je me suis mariée il y a un an et nous espérons maintenant avoir un bébé, mais mon cycle n’est pas régulier. Le médecin m’a donné un comprimé appelé Semibrom — à quoi sert-il exactement et peut-il causer des problèmes ?",,,,pending,
menst-014_ambiguous,menst-014,menstrual,ambiguous,The doctor gave me a tablet for my cycle issue since we're trying to start a family — what does it actually do and is it safe?,NEEDS_GROUNDING,Le médecin m’a donné un comprimé pour mon problème de cycle puisque nous essayons de fonder une famille — à quoi sert-il réellement et est-il sans danger ?,,,,pending,
menst-014_emotionally_concerned,menst-014,menstrual,emotionally_concerned,"I'm 26, married a year, and we're trying for a baby, but my periods are irregular. My doctor prescribed a tablet called semibrom and I'm nervous about it — what is it for, and does it have side effects I should worry about?",NEEDS_GROUNDING,"J’ai 26 ans, je suis mariée depuis un an et nous essayons d’avoir un bébé, mais mes règles sont irrégulières. Mon médecin m’a prescrit Semibrom et cela me rend nerveuse — à quoi sert ce médicament et quels effets secondaires doivent m’inquiéter ?",,,,pending,
menst-015_canonical,menst-015,menstrual,canonical,my lower abdomi hurts really bad it is radiating into my lower back and in short bursts down my leg... I have no period anymore since I had the Novosure ablasion done haven t had cramping in months and months why does it hurt so bad,NEEDS_GROUNDING,J’ai très mal au bas-ventre ; la douleur se propage dans le bas du dos et descend par courtes décharges dans ma jambe. Je n’ai plus mes règles depuis mon ablation NovaSure et je n’avais pas eu de crampes depuis des mois. Pourquoi ai-je aussi mal maintenant ?,,,,pending,
